
These predictions were generated by SubDyn on 27-Nov-2023 at 17:39:03.




    Time	  M1N1TDxss	  M1N2TDxss	  M2N1TDxss
    6.3150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.3950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.4950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.5950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.6950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.7950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.8950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    6.9950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.0950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.1950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.2950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.3950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.4950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.5950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.6950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.7950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.8950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    7.9950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.0950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.1950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.2950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3200	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3250	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3300	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3350	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3400	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3450	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3500	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3550	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3600	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3650	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3700	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3750	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3800	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3850	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3900	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.3950	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4000	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4050	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4100	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4150	 1.1218E-01	 2.1218E-01	 9.5511E-01
    8.4200	 1.1218E-01	 2.1218E-01	 9.5511E-01
